x	y	z
0.96811681985855102539	-0.16359183192253112793	-0.096002213656902313232
0.84543299674987792969	0.27637442946434020996	-0.056886907666921615601
0.73954081535339355469	0.20785918831825256348	-0.093216635286808013916
0.61673736572265625	-0.69659960269927978516	-0.081285610795021057129
0.45535463094711303711	0.30699989199638366699	-0.05737927556037902832
0.85869973897933959961	-0.24173459410667419434	0.091806970536708831787
0.44272413849830627441	0.43082749843597412109	-0.085722029209136962891
0.66140538454055786133	-0.041391395032405853271	-0.0941580161452293396
0.76194453239440917969	-0.61648398637771606445	0.049459122121334075928
0.25157251954078674316	-0.48086562752723693848	0.080908752977848052979
0.44300857186317443848	0.53422868251800537109	0.085615850985050201416
0.26016911864280700684	-0.51846069097518920898	0.0080168126150965690613
0.3979968726634979248	-0.40634962916374206543	-0.058067061007022857666
0.80834376811981201172	0.39633297920227050781	-0.029470691457390785217
0.83597791194915771484	-0.4461771547794342041	0.04946545138955116272
0.88586580753326416016	0.41732856631278991699	0.073532596230506896973
0.50542098283767700195	-0.8533541560173034668	-0.037656117230653762817
0.66737222671508789062	0.32141521573066711426	0.037363994866609573364
-0.27284023165702819824	0.49698886275291442871	0.074449479579925537109
0.78882479667663574219	0.4770794212818145752	0.077128127217292785645
0.25157251954078674316	-0.48086562752723693848	0.080908752977848052979
0.84543299674987792969	0.27637442946434020996	-0.056886907666921615601
0.73954081535339355469	0.20785918831825256348	-0.093216635286808013916
0.61673736572265625	-0.69659960269927978516	-0.081285610795021057129
0.64580291509628295898	-0.051730073988437652588	0.070889145135879516602
0.45535463094711303711	0.30699989199638366699	-0.05737927556037902832
0.73691791296005249023	-0.24768729507923126221	0.056185081601142883301
0.3979968726634979248	-0.40634962916374206543	-0.058067061007022857666
0.88586580753326416016	0.41732856631278991699	0.073532596230506896973
0.13019651174545288086	-0.85002225637435913086	-0.09457959979772567749
0.26016911864280700684	-0.51846069097518920898	0.0080168126150965690613
0.93957847356796264648	0.22178107500076293945	-0.029285149648785591125
0.78882479667663574219	0.4770794212818145752	0.077128127217292785645
0.6051629185676574707	-0.35277163982391357422	-0.055284760892391204834
0.84543299674987792969	0.27637442946434020996	-0.056886907666921615601
0.73954081535339355469	0.20785918831825256348	-0.093216635286808013916
0.61673736572265625	-0.69659960269927978516	-0.081285610795021057129
0.64580291509628295898	-0.051730073988437652588	0.070889145135879516602
0.25157251954078674316	-0.48086562752723693848	0.080908752977848052979
0.45535463094711303711	0.30699989199638366699	-0.05737927556037902832
0.73691791296005249023	-0.24768729507923126221	0.056185081601142883301
0.93957847356796264648	0.22178107500076293945	-0.029285149648785591125
0.3979968726634979248	-0.40634962916374206543	-0.058067061007022857666
0.88586580753326416016	0.41732856631278991699	0.073532596230506896973
0.13019651174545288086	-0.85002225637435913086	-0.09457959979772567749
0.26016911864280700684	-0.51846069097518920898	0.0080168126150965690613
0.78882479667663574219	0.4770794212818145752	0.077128127217292785645
0.6051629185676574707	-0.35277163982391357422	-0.055284760892391204834
0.84543299674987792969	0.27637442946434020996	-0.056886907666921615601
0.73954081535339355469	0.20785918831825256348	-0.093216635286808013916
0.61673736572265625	-0.69659960269927978516	-0.081285610795021057129
0.45535463094711303711	0.30699989199638366699	-0.05737927556037902832
0.73691791296005249023	-0.24768729507923126221	0.056185081601142883301
0.25157251954078674316	-0.48086562752723693848	0.080908752977848052979
0.3979968726634979248	-0.40634962916374206543	-0.058067061007022857666
0.88586580753326416016	0.41732856631278991699	0.073532596230506896973
0.13019651174545288086	-0.85002225637435913086	-0.09457959979772567749
0.26016911864280700684	-0.51846069097518920898	0.0080168126150965690613
0.93957847356796264648	0.22178107500076293945	-0.029285149648785591125
0.78882479667663574219	0.4770794212818145752	0.077128127217292785645
0.6051629185676574707	-0.35277163982391357422	-0.055284760892391204834
0.84543299674987792969	0.27637442946434020996	-0.056886907666921615601
0.73954081535339355469	0.20785918831825256348	-0.093216635286808013916
0.61673736572265625	-0.69659960269927978516	-0.081285610795021057129
0.64580291509628295898	-0.051730073988437652588	0.070889145135879516602
0.45535463094711303711	0.30699989199638366699	-0.05737927556037902832
0.73691791296005249023	-0.24768729507923126221	0.056185081601142883301
0.25157251954078674316	-0.48086562752723693848	0.080908752977848052979
0.93957847356796264648	0.22178107500076293945	-0.029285149648785591125
0.3979968726634979248	-0.40634962916374206543	-0.058067061007022857666
0.88586580753326416016	0.41732856631278991699	0.073532596230506896973
0.13019651174545288086	-0.85002225637435913086	-0.09457959979772567749
0.26016911864280700684	-0.51846069097518920898	0.0080168126150965690613
0.78882479667663574219	0.4770794212818145752	0.077128127217292785645
0.6051629185676574707	-0.35277163982391357422	-0.055284760892391204834
0.84543299674987792969	0.27637442946434020996	-0.056886907666921615601
0.73954081535339355469	0.20785918831825256348	-0.093216635286808013916
0.61673736572265625	-0.69659960269927978516	-0.081285610795021057129
0.64580291509628295898	-0.051730073988437652588	0.070889145135879516602
0.45535463094711303711	0.30699989199638366699	-0.05737927556037902832
0.73691791296005249023	-0.24768729507923126221	0.056185081601142883301
0.25157251954078674316	-0.48086562752723693848	0.080908752977848052979
0.93957847356796264648	0.22178107500076293945	-0.029285149648785591125
0.3979968726634979248	-0.40634962916374206543	-0.058067061007022857666
0.88586580753326416016	0.41732856631278991699	0.073532596230506896973
0.13019651174545288086	-0.85002225637435913086	-0.09457959979772567749
0.26016911864280700684	-0.51846069097518920898	0.0080168126150965690613
0.7742545008659362793	0.27389997243881225586	-0.082504957914352416992
0.78882479667663574219	0.4770794212818145752	0.077128127217292785645
0.6051629185676574707	-0.35277163982391357422	-0.055284760892391204834
0.84543299674987792969	0.27637442946434020996	-0.056886907666921615601
0.73954081535339355469	0.20785918831825256348	-0.093216635286808013916
0.61673736572265625	-0.69659960269927978516	-0.081285610795021057129
0.64580291509628295898	-0.051730073988437652588	0.070889145135879516602
0.45535463094711303711	0.30699989199638366699	-0.05737927556037902832
0.84631228446960449219	0.1743503957986831665	0.051456727087497711182
0.73691791296005249023	-0.24768729507923126221	0.056185081601142883301
0.25157251954078674316	-0.48086562752723693848	0.080908752977848052979
0.58390533924102783203	-0.41433402895927429199	-0.094493493437767028809
0.3979968726634979248	-0.40634962916374206543	-0.058067061007022857666
0.88586580753326416016	0.41732856631278991699	0.073532596230506896973
