Class; Value; Class start; Class end;
234;4;0.608502381432;0.611113627515;
235;3;0.611113627515;0.613724873599;
236;1;0.613724873599;0.616336119683;
237;3;0.616336119683;0.618947365766;
238;0;0.618947365766;0.621558611850;
239;3;0.621558611850;0.624169857933;
240;4;0.624169857933;0.626781104017;
241;1;0.626781104017;0.629392350101;
242;3;0.629392350101;0.632003596184;
243;1;0.632003596184;0.634614842268;
244;3;0.634614842268;0.637226088352;
245;1;0.637226088352;0.639837334435;
246;1;0.639837334435;0.642448580519;
247;1;0.642448580519;0.645059826602;
248;3;0.645059826602;0.647671072686;
249;2;0.647671072686;0.650282318770;
250;2;0.650282318770;0.652893564853;
251;1;0.652893564853;0.655504810937;
252;0;0.655504810937;0.658116057021;
253;0;0.658116057021;0.660727303104;
254;1;0.660727303104;0.663338549188;
255;0;0.663338549188;0.665949795272;
256;1;0.665949795272;0.668561041355;
